FID,OBJECTID,NAME,zip code,WADDRESS,DWEBSITE,DEMAIL,DPHONE,NC_ID,CERTIFIED,TOOLTIP,NLA_URL,SERVICE_RE,NC_IDstr,nc_area,NC_IDstr_1,tot_pop,white,black,native,asian,PI,other,twoplus,nohisl,hislat,male,male_under,male5to9,male10to14,male15to17,male18to19,male20,male21,male22to24,male25to29,male30to34,male35to39,male40to44,male45to49,male50to54,male55to59,male60to61,male62to64,male65to66,male67to69,male70to74,male75to79,male80to84,male85up,female,femunder5,fem5to9,fem10to14,fem15to17,fem18and19,fem20,fem21,fem22to24,fem25to29,fem30to34,fem35to39,fem40to44,fem45to49,fem50to54,fem55to59,fem60and61,fem62to64,fem65and66,fem67to69,fem70to74,fem75to79,fem80to84,fem85andup,Shape__Area,Shape__Length,density
78,78,BEL AIR-BEVERLY CREST NC,90210,http://babcnc.org/,http://empowerla.org/BABCNC,BABCNC@EmpowerLA.org,213-978-1551,64,2002/10/08 00:00:00+00,BEL AIR-BEVERLY CREST NC,navigatela/reports/nc_reports.cfm?id=64,REGION 11 - WEST LA,64,17.00478168,64,26781.25319,22725.56119,565.3443114,19.44660294,1885.523519,26.24490957,342.8999628,1216.232775,24775.73833,2005.514866,13503.19865,794.9555751,832.4480095,674.092905,306.3849293,288.3930949,99.29589637,102.3125553,336.4922178,276.3963293,621.9957505,890.7333858,913.0767295,1311.07596,1379.341479,1090.926073,303.925389,398.774142,480.9984404,463.8986951,614.9114712,530.8236945,365.5551005,426.3908484,13278.05444,600.4347971,595.1496327,750.2187501,342.5948277,363.9824465,78.34837868,120.4053388,300.781481,469.2477545,585.7387304,1017.75129,960.489557,1083.334796,1274.023415,1046.301293,320.1877806,701.2333823,353.3228538,385.3715697,629.3559913,568.0455324,278.7377898,452.9971016,64425355.38,56927.50303,1574.924848
79,79,HOLLYWOOD HILLS WEST NC,90069,http://www.hhwnc.org/,http://empowerla.org/HHWNC,HHWNC@EmpowerLA.org,213-978-1551,29,2002/05/07 00:00:00+00,HOLLYWOOD HILLS WEST NC,navigatela/reports/nc_reports.cfm?id=29,REGION 5 - CENTRAL 1,29,8.3923439,29,39346.47252,29380.67106,2134.409635,167.4777211,2903.421226,46.75609264,2368.277095,2345.459668,34361.31909,4985.153653,21845.16323,636.0862293,468.5490099,255.368547,247.8249576,326.0439078,218.7465941,229.1957201,1115.221483,2924.108453,3058.438435,2536.769715,1996.067339,1877.858612,1488.614266,1508.74918,473.9115249,541.7360796,361.2215889,307.6740417,414.9061643,306.0818501,174.5122446,377.4773586,17501.30907,410.1657217,331.7925846,528.9764019,210.4870786,276.6568081,133.3391574,310.0830212,1035.450211,2911.817971,2141.011389,1340.367248,1431.953464,1165.175274,1072.008779,831.6832736,409.6840099,439.3979116,350.6782947,310.3681831,539.3852331,389.4109942,287.6030887,643.8130828,31810795.07,33163.59621,4688.377048
80,80,SHERMAN OAKS NC,91495,http://www.shermanoaksnc.org/,http://empowerla.org/SONC,SONC@EmpowerLA.org,213-978-1551,26,2002/10/29 00:00:00+00,SHERMAN OAKS NC,navigatela/reports/nc_reports.cfm?id=26,REGION 4 - SOUTH EAST VALLEY,26,8.682369969,26,69157.30975,54110.52595,3824.628669,204.3038212,5569.700039,74.13485087,1979.335802,3394.680305,60311.02928,8846.280364,33719.78865,2361.893529,1487.203319,1626.342168,726.6053559,432.4189623,221.1848579,248.204588,1569.970344,2468.280745,3430.8461,3076.428024,3047.393968,2328.502761,2400.32914,2093.17089,816.6368787,1134.37192,844.9431603,713.7551183,1055.545299,632.0112058,487.5862182,516.1640018,35437.52103,2075.709865,1386.681196,1403.33354,748.7720513,340.8801124,302.2595873,265.1838868,1073.679934,3263.192506,3803.286772,3320.864114,2803.527085,2370.372396,2456.298822,2323.345283,964.141179,1218.528311,633.9504789,1252.058118,1124.551047,624.4708778,763.4562577,918.9776403,32929129.92,30270.8871,7965.257182
81,81,STUDIO CITY NC,91604,http://studiocitync.org/,http://empowerla.org/SCNC,SCNC@EmpowerLA.org,213-978-1551,27,2002/10/29 00:00:00+00,STUDIO CITY NC,navigatela/reports/nc_reports.cfm?id=27,REGION 4 - SOUTH EAST VALLEY,27,6.135673168,27,36923.66204,30126.42857,1855.571756,74.13672007,2661.840653,60.03860345,666.2932723,1479.352692,32645.60017,4278.061979,17874.7897,877.9538065,776.5578264,787.9655294,513.2033516,153.2857853,96.5272558,126.4224276,576.9631707,1671.276265,1805.82365,1312.101183,1760.218592,1592.917561,1426.281602,1161.199909,319.5513981,859.485749,267.9956437,472.5926917,485.2412816,284.4361253,274.2109406,272.5780304,19048.87245,1113.719204,1049.673472,621.1805683,444.8202525,268.5270943,177.2866843,218.0662805,913.7243126,1839.85179,1518.758348,1529.100028,1687.331899,1606.767947,1294.04109,1379.504354,428.5904046,429.1646031,206.9229221,599.703745,415.9184478,498.2371891,438.9161855,369.0656653,23264722.16,23609.12334,6017.866505
82,82,DEL REY NC,90292,http://delreync.org/,http://empowerla.org/DRNC,DRNC@EmpowerLA.org,213-978-1551,70,2003/10/28 00:00:00+00,DEL REY NC,navigatela/reports/nc_reports.cfm?id=70,REGION 11 - WEST LA,70,3.033717059,70,34529.53939,21624.93231,1508.090779,594.7322427,5799.0607,64.8756868,2885.09872,2052.748673,21937.28275,12592.25664,16533.80501,658.86876,1114.299986,729.3249485,427.4874776,326.8190879,276.2636918,93.62963527,752.5340714,1300.158725,2143.0761,1442.358931,1426.81083,1085.325819,944.1637421,862.8845694,470.2289583,401.3153017,266.5846099,423.9368303,541.2382381,340.5629996,295.3103559,210.6212721,17995.7344,1008.191543,587.8513126,747.6674509,428.5391044,372.4873146,92.71843969,187.1738775,722.3067656,2093.941607,1439.33398,1639.388079,1513.075389,1243.432985,985.3044274,1131.534333,367.781186,592.3763772,482.0244613,589.694604,621.4802483,325.5266585,292.6029628,531.3012246,11462133.71,21645.73706,11381.92479
83,83,GREATER WILSHIRE NC,90004,http://www.greaterwilshire.org/,http://empowerla.org/GWNC,GWNC@EmpowerLA.org,213-978-1551,119,2003/12/02 00:00:00+00,GREATER WILSHIRE NC,navigatela/reports/nc_reports.cfm?id=119,REGION 5 - CENTRAL 1,119,4.004559047,119,49233.79814,21896.82001,2114.662504,93.14038305,17039.60552,53.02682082,6334.28268,1702.260291,37999.53789,11234.26025,23336.78134,1227.887665,841.8821749,1332.510239,827.5442949,351.9869079,135.5180186,158.1691126,911.1975387,2156.814484,2466.072261,1913.508094,2115.316776,2060.654897,1626.944059,1370.588521,498.7419558,638.7028068,360.3460184,468.7756708,751.0358322,419.3621316,417.7506506,285.4711402,25897.01698,1257.973837,1413.135317,1369.893978,588.8253383,413.3868525,273.2145215,208.8374858,823.8077396,2374.962032,2198.469138,1845.362518,2224.03163,2055.58114,1735.382562,1865.201523,678.6502169,810.4783622,535.6752543,573.8592883,961.8430699,520.5309298,476.2840397,691.6301999,15159952.38,17674.35367,12294.4368
84,84,NORTHRIDGE EAST,91324,http://nenc-la.org/,http://empowerla.org/NENC,NENC@EmpowerLA.org,213-978-1551,120,2004/11/30 00:00:00+00,NORTHRIDGE EAST,navigatela/reports/nc_reports.cfm?id=120,REGION 2 - NORTH WEST VALLEY,120,4.220874568,120,29058.48795,17065.89699,2100.139539,74.66397947,5853.403066,43.33160645,2552.855002,1368.197548,22020.77997,7037.708019,14287.36891,649.6885626,593.6892137,616.716132,520.2248723,1008.124319,677.4472321,517.8107901,1279.705088,1337.426757,742.4614902,709.5904679,797.3273148,877.4182358,835.5126286,765.3210723,222.191799,399.2334197,200.9171342,293.9873206,316.3644103,321.7488907,307.063049,297.3986861,14771.11906,694.9770673,434.8563911,535.2170948,620.6866209,1434.309429,681.4146582,620.0515623,1060.035177,908.3209432,703.865634,647.5236818,686.5727031,974.5211809,899.1111072,814.1632611,331.5918653,454.4744708,269.3741553,340.3292552,352.7594508,447.3961768,284.177687,575.389413,16044512.43,22722.6709,6884.470856
85,85,NORTH HILLS WEST NC,91343,http://www.nhwnc.net/,http://empowerla.org/NHWNC,NHWNC@EmpowerLA.org,213-978-1551,111,2003/02/25 00:00:00+00,NORTH HILLS WEST NC,navigatela/reports/nc_reports.cfm?id=111,REGION 1 - NORTH EAST VALLEY,111,3.244037972,111,20640.20747,11663.43986,1005.048755,42.15604631,2922.512342,0.499992113,4074.249908,932.3007039,11535.5701,9104.637521,9814.528942,492.3022588,494.6942098,649.1159593,278.5538508,300.5812867,87.98314325,122.7467503,489.5410055,540.0834643,594.4156,741.4671757,920.9539601,745.6618044,805.1091946,655.1466465,249.7060152,374.2529521,212.1096505,252.1310359,331.7681544,263.4588746,93.02678829,119.719081,10825.67874,452.8883369,906.3470144,567.9256634,274.0464122,154.0880982,285.202288,73.64438361,503.9210605,696.6480834,700.4211004,813.5371231,831.543733,662.9838583,739.7222078,692.7230995,278.9951099,410.9482754,223.3307241,399.3109541,345.8282399,323.081885,285.6829984,202.858092,12328615.98,19095.8703,6362.504892
86,86,WILSHIRE CENTER - KOREATOWN NC,90005,http://wcknc.org/,http://empowerla.org/WCKNC,WCKNC@EmpowerLA.org,213-978-1551,55,2003/08/05 00:00:00+00,WILSHIRE CENTER - KOREATOWN NC,navigatela/reports/nc_reports.cfm?id=55,REGION 6 - CENTRAL 2,55,2.376009458,55,100128.3816,26921.05788,4814.531717,621.3833398,34278.45184,449.9104702,30470.45931,2572.587217,48687.62197,51440.75978,50524.51365,3347.638068,2621.635897,2569.800742,1444.350568,1069.151563,870.7147927,597.4769585,2685.459518,6007.647621,6232.407408,4057.002605,3898.15622,3801.22189,3388.606232,2385.09341,856.3602477,1152.766421,716.5245539,698.9909878,799.8926844,569.4743601,292.9023904,461.2384811,49603.86838,3473.248848,2770.249542,2430.872106,1372.168261,918.8215917,653.7784794,666.6435591,2612.928467,5483.507271,4618.298548,4106.39337,3671.131064,3441.794581,3310.660205,2923.503552,968.3351252,1345.992257,642.9098593,897.7976279,1256.885538,912.8816973,693.043029,432.023675,8994275.434,15137.58571,42141.407
87,87,SILVER LAKE NC,90026,http://silverlakenc.org/,http://empowerla.org/SLNC,SLNC@EmpowerLA.org,213-978-1551,38,2003/02/11 00:00:00+00,SILVER LAKE NC,navigatela/reports/nc_reports.cfm?id=38,REGION 7 - EAST,38,2.884422332,38,33848.29471,22261.52708,1224.263142,46.54259271,5066.216012,16.47487069,3960.744115,1272.526906,22465.39529,11382.89927,17444.00641,784.2813509,676.2339217,568.3086648,254.6517329,319.7866098,120.6456594,183.4398064,541.6951449,2239.039697,2170.145475,1728.81385,1502.833739,1397.258595,1386.582545,994.4499402,286.0112009,501.5520115,278.8760379,393.9330736,396.0691855,311.9260267,125.0195022,282.4526201,16404.28822,778.2038812,628.8918022,651.9187535,265.1139829,190.4445044,35.00527891,77.67492179,664.9901342,2167.174129,1898.426009,1401.878886,1600.109009,1017.822693,1042.613436,831.2987166,246.041659,484.4562621,287.2075043,518.9968809,423.3588906,424.5404339,347.1729769,420.947536,10925783.44,16108.40299,11734.86086
88,88,LA-32 NC,,http://www.la32nc.org/,http://empowerla.org/LA32,LA32NC@EmpowerLA.org,213-978-1551,48,2002/05/21 00:00:00+00,LA-32 NC,navigatela/reports/nc_reports.cfm?id=48,REGION 8 - NORTH EAST LA,48,4.918624877,48,47349.89709,20900.65841,854.6049014,450.9655943,4645.916299,45.92366561,19400.24838,1051.579892,9326.919461,38022.97756,23019.57394,1479.940452,1550.609705,1213.434308,1002.014131,745.5884546,475.9105031,386.4393497,1428.053322,2180.588025,1660.604119,1739.834034,1823.912174,1518.022742,1401.92186,1218.650006,316.1027256,702.1005492,406.927221,436.4270035,514.7073688,318.5465331,212.2139022,287.0254506,24330.32327,1552.68285,1489.524958,1226.830329,890.4178732,1200.199409,406.2843175,537.2245219,1035.645759,2065.322241,1776.330159,1553.152983,1510.36533,1509.226534,1428.418346,1361.521973,656.5631069,637.2469018,679.4099612,634.7497718,719.3257534,577.4944101,406.8252869,475.560377,18626318.79,22545.74298,9626.653439
89,89,ARROYO SECO NC,,http://www.asnc.us/,http://empowerla.org/ASNC,ASNC@EmpowerLA.org,213-978-1551,42,2002/10/02 00:00:00+00,ARROYO SECO NC,navigatela/reports/nc_reports.cfm?id=42,REGION 8 - NORTH EAST LA,42,2.92590131,42,20550.03111,10470.79803,801.7363054,152.9813015,3740.690492,20.80301998,4568.779306,794.2426695,10331.22002,10218.81115,9906.891818,609.3232894,612.1425766,482.7358445,226.0443138,155.7127852,62.65118234,98.48462548,512.6421114,820.9592597,805.9752187,766.6147763,848.4464398,793.2259174,578.606353,775.83628,202.1611756,273.3157478,202.601249,271.5430712,263.425931,190.7409459,165.2437773,188.4590032,10643.13917,603.9485438,639.9880927,406.5872075,247.0876913,180.4770488,112.6026396,37.8373552,414.4110321,915.4244574,924.5271718,874.5710811,827.6662924,717.6757473,578.1177071,716.081229,227.9921686,341.3627061,374.5227815,225.9898485,466.7685502,215.3017813,252.0367989,342.1612463,11084704.88,27840.45542,7023.48744
90,90,HISTORIC HIGHLAND PARK NC,90042,http://highlandparknc.com/,http://empowerla.org/HHPNC,HHPNC@EmpowerLA.org,213-978-1551,41,2002/05/28 00:00:00+00,HISTORIC HIGHLAND PARK NC,navigatela/reports/nc_reports.cfm?id=41,REGION 8 - NORTH EAST LA,41,4.210452001,41,56158.6953,27378.78943,1165.511232,941.9127299,6065.533703,120.9333273,18660.76804,1825.246706,16480.62597,39678.06909,27292.3202,1722.024449,2137.745688,1577.74962,1256.626673,790.367118,406.3976157,540.5406403,1203.649819,2549.587352,2488.57149,2040.827939,1965.752409,1940.568672,1460.380023,1443.999923,547.3391993,687.7215391,468.437711,539.1296305,609.3861075,416.9466364,231.5267247,267.0432831,28866.37472,1807.241392,1661.748959,1636.950174,1060.834836,927.3126409,446.2987622,445.4495468,1454.667549,2658.100254,2494.141891,2386.113978,1954.340056,1824.829497,1768.394991,1633.337187,479.5701561,1032.642577,397.4126214,630.0760408,771.7090158,428.157128,482.8922095,484.153353,15957112.16,29431.17884,13337.92555
91,91,GREATER CYPRESS PARK NC,90065, ,http://empowerla.org/GCPNC,GCPNC@EmpowerLA.org,213-978-1551,102,2002/11/19 00:00:00+00,GREATER CYPRESS PARK NC,navigatela/reports/nc_reports.cfm?id=102,REGION 8 - NORTH EAST LA,102,1.281061287,102,13416.3041,7218.982557,142.122318,165.0302221,1511.812122,13.11178111,4167.086077,198.1591562,2836.237499,10580.06671,6676.988761,443.2924059,451.9011554,444.8866065,301.5712496,161.6261437,26.15277831,164.9087676,332.6159481,551.9889476,714.6541732,353.5115869,581.093003,478.7193468,435.3013039,309.6550534,96.41894064,246.7868913,92.22935164,73.51996898,159.3788667,117.2011568,58.77174415,80.8034435,6739.315372,371.4400735,298.9732927,353.5158464,357.4081551,126.5912966,97.49250122,40.92489643,370.12275,521.9056933,478.1377831,639.5348623,444.8976682,414.6069999,451.3787533,506.2094388,208.5969243,128.2555082,96.3626768,128.6504153,304.870864,154.7395796,82.18634785,162.5130724,4852695.59,14608.62687,10472.80426
92,92,SOUTH ROBERTSON NC,90034,http://www.soronc.org/,http://empowerla.org/SORONC,SORONC@EmpowerLA.org,213-978-1551,61,2002/08/13 00:00:00+00,SOUTH ROBERTSON NC,navigatela/reports/nc_reports.cfm?id=61,REGION 11 - WEST LA,61,3.107965604,61,42945.74316,31811.42844,3105.178619,71.12004726,3931.903422,89.73141345,2247.443492,1688.937978,34003.37748,8942.365894,20895.23783,1290.445894,1115.307445,1328.082475,470.2044137,346.1462226,148.721188,153.0238007,922.5399084,2308.014665,2426.601428,1493.844595,1693.029705,1625.196154,1146.924669,964.4960633,489.7994163,673.5802909,291.9964994,499.2201796,527.3106625,302.6966774,348.6302324,329.4253364,22050.50548,1143.918619,929.6119063,1213.810622,737.7352056,282.5625286,137.0540279,187.4581632,1371.486637,2068.180652,2025.94811,1406.14188,1623.054273,1549.328771,1307.742472,1214.277283,572.2860739,575.8821699,391.2013922,450.0065911,930.3952938,809.7711783,331.8550587,790.796609,11758429.21,17337.97118,13817.9596
93,93,PARK MESA HEIGHTS CC,90043,http://www.pmhcc90043.org/Home.html,http://empowerla.org/PMHCC,PMHCC@EmpowerLA.org,213-978-1551,80,2002/03/23 00:00:00+00,PARK MESA HEIGHTS CC,navigatela/reports/nc_reports.cfm?id=80,REGION 10 - SOUTH LA 1,80,2.841591432,80,34788.72364,7169.487029,19740.05518,157.6165771,450.026437,40.39451231,6411.926429,819.2172062,21610.09822,13178.62521,16085.01227,927.1362082,864.881119,957.1800945,771.25937,443.42301,451.8090727,283.9205154,780.5791499,1272.184754,1171.626108,1189.419543,1122.924531,974.3422957,1141.437933,1242.83545,353.0907969,389.9027428,251.672829,310.4386727,412.0172498,284.2335104,254.1031515,234.5941247,18703.71133,972.5079608,941.3813377,1213.415708,630.5331211,298.7002146,282.7665078,119.0670276,700.2312149,1078.257354,1597.732568,988.0023483,1459.095859,1329.381789,1467.350978,1394.706155,422.6969692,522.6658632,557.8545697,615.4389969,727.571894,495.7980863,339.5543238,549.0004547,10736221.75,19301.41177,12242.69022
94,94,ZAPATA KING NC,90011,http://www.zapatakingnc.org/,http://empowerla.org/ZKNC, ,213-978-1551,125,2015/02/03 00:00:00+00,ZAPATA KING NC,navigatela/reports/nc_reports.cfm?id=125,REGION 9 - SOUTH LA 2,125,2.101669628,125,51268.55526,15873.21157,5485.98602,595.8088251,113.877775,128.8283253,28236.97601,833.8668545,6208.507342,45060.04756,25267.38995,2450.077263,2424.7026,2215.800296,1264.408678,886.8326213,405.6090904,446.8894604,1122.476972,2141.170957,2042.908577,2065.810285,2074.14966,1553.34271,1525.607767,994.9797744,337.2467217,480.029191,96.31665059,212.0359476,218.083194,160.2836954,117.5686192,31.05922985,26001.16513,2689.454733,2282.878531,2108.665535,1587.857574,932.0642291,625.1822412,360.0970579,1332.348061,2023.923328,1889.00242,1935.045079,1981.4461,1384.811166,1435.355187,1049.315236,268.6805433,433.1927687,235.1849966,317.4318144,316.9376002,472.8312459,190.4195647,149.0403249,7943530.773,11249.10133,24394.20286
95,101,GREATER ECHO PARK ELYSIAN NC,90026,http://gepenc.org/,http://empowerla.org/GEPENC,GEPENC@EmpowerLA.org,213-978-1551,44,2002/04/16 00:00:00+00,GREATER ECHO PARK ELYSIAN NC,navigatela/reports/nc_reports.cfm?id=44,REGION 7 - EAST,44,3.910820163,44,43499.90901,22771.92386,1452.812624,726.509904,7800.639656,63.28413912,9071.445226,1613.293519,19545.31716,23954.59163,21925.95478,1230.792623,1038.913641,1145.582322,715.2099633,551.7835378,241.9541732,267.5421578,1276.755623,2607.389587,2457.92926,2114.884748,1446.740093,1539.722979,1455.860128,1010.246766,472.323866,537.3302294,291.9210793,447.6611728,297.0037015,304.9818077,304.5101252,168.9152082,21573.95415,1085.369593,959.0738454,1224.789409,661.8868466,494.827657,321.8837335,219.2861288,1232.786229,2333.48612,2313.05822,1705.217419,1654.803937,1407.047061,1177.233249,1136.269255,430.283232,725.006486,262.8165607,463.5517294,614.5985736,465.0850068,402.6302749,282.9635768,14808796.93,21951.75092,11122.96326
96,102,HOLLYWOOD UNITED NC,,http://www.hollywoodunitednc.org/,http://empowerla.org/HUNC,HUNC@EmpowerLA.org,213-978-1551,30,2002/10/15 00:00:00+00,HOLLYWOOD UNITED NC,navigatela/reports/nc_reports.cfm?id=30,REGION 5 - CENTRAL 1,30,3.249585953,30,19661.49721,14278.78345,1367.133906,189.3017297,1449.986834,8,1497.118614,871.172645,16702.00561,2959.491686,10470.59919,320.8591016,167.7990759,320.5845642,100.3778779,131.0256697,70.13213739,108.5427159,469.2250029,1448.14538,1579.762076,936.509737,958.5311067,809.7816685,846.8763498,601.4752221,240.6981648,252.5571653,169.220568,223.041627,272.0506286,146.5402567,162.7817967,134.0813062,9190.898097,161.2505478,383.8202581,141.3539199,95.94375991,158.2487637,187.8643224,34.65212475,346.678734,1507.674335,1019.496298,776.8791679,774.7039432,704.5154257,537.121607,729.9710206,156.6159563,245.0718102,177.7728513,189.5275952,277.1482008,93.40677462,189.9318842,301.2487802,12316069.04,16302.21631,6050.462271
97,103,HERMON NC,95041,http://www.hermonla.org/,http://empowerla.org/hnc/,NULL,NULL,126,2017/05/25 00:00:00+00,HERMON NC,navigatela/reports/nc_reports.cfm?id=126,REGION 8 - NORTH EAST LA,126,0.473972846,126,4063.843133,1644.655793,242.8387909,2.149476948,773.0034896,1.378675248,1077.539464,322.2774354,1809.483641,2254.359474,2050.090105,111.7868156,129.0617728,153.4061512,88.77374395,42.9573015,44.5695337,49.98487478,75.84840119,154.1822164,146.5152999,131.3263216,173.4774588,149.7356781,121.7954777,139.2748115,17.17415483,52.84618343,77.81939697,29.82937387,31.22668748,41.7681786,53.28783249,33.44244981,2013.752994,182.0686408,100.9136049,53.9624726,20.72119526,43.07923979,40.16172338,36.66479702,65.27601724,140.7868824,188.0552145,158.8373373,214.4730197,207.0576469,157.9464044,92.76009653,21.69028641,46.46800887,18.79069015,70.76235268,71.74216247,32.81640397,19.55506648,29.16372839,1795915.102,6785.671735,8573.999892
